ds,yhat,yhat_lower,yhat_upper
2021-05-22,112.22750086790019,23.73552839845375,199.53414047550478
2021-05-23,105.18809759589188,10.697727791637055,187.97097054114388
2021-05-24,100.16483431811554,8.609456606107583,196.5288736702373
2021-05-25,100.77891088064902,8.52350264185074,194.81827282101008
2021-05-26,103.19463644553242,13.797700907024225,193.41913734900504
2021-05-27,104.24605500460453,20.50942130123471,192.74074776499708
2021-05-28,104.59992854155541,14.957748249130008,193.86874848274675
2021-05-29,97.66386101530507,6.351246513515514,196.3771453061006
2021-05-30,90.91360214794273,-3.180929540482898,185.51298992057554
2021-05-31,86.2099814734803,-1.5269659076980862,177.30783888187221
2021-06-01,87.15054305781291,-3.454877142187503,177.4455460415445
2021-06-02,89.87613413448786,0.12789688063129057,178.167318217549
2021-06-03,91.19818962671765,5.763321822954757,174.0648274192886
2021-06-04,91.76235059806665,-2.402776233953063,175.9012764975065
2021-06-05,84.9571828628076,-2.7914197001831127,176.01505931559578
2021-06-06,78.24201889360495,-14.09122202790607,168.0439423442065
2021-06-07,73.46435915158912,-14.775691647638334,161.86526928475445
2021-06-08,74.21189081129546,-17.065846364582384,170.0969981673156
2021-06-09,76.61936690689024,-9.110711083049326,165.52951749422945
2021-06-10,77.49608014213145,-12.507331747655245,170.46772395987094
2021-06-11,77.489564368668,-14.804704846175195,162.7860470355151
2021-06-12,69.99428774763774,-16.33569425363519,163.63969495623462
2021-06-13,62.479361393913756,-23.050869602615748,154.28297614829557
2021-06-14,56.80570314508357,-31.377834299487304,153.97263482571486
2021-06-15,56.57772070561214,-29.312248944282693,148.40114131039675
2021-06-16,57.94976606043285,-34.08823968557548,145.5850772509287
2021-06-17,57.75310662166752,-38.84467750921637,145.76274865453473
2021-06-18,56.65905938672837,-40.267204077228264,143.49000990787212
2021-06-19,48.087067096728134,-42.328917676075626,133.71184867583625
2021-06-20,39.53175646983934,-48.759997184205844,128.27224178721107
2021-06-21,32.87943529654122,-59.033076308063194,128.8627477795777
2021-06-22,31.7591102088698,-59.855452095589115,118.1167477895009
2021-06-23,32.348294530763354,-52.70645106754105,117.47547184098927
2021-06-24,31.49936867584985,-58.146963249821056,125.08695277975254
2021-06-25,29.902155417231313,-53.01852213653881,116.63570951633497
2021-06-26,20.991503683558207,-66.71851155651365,111.78573373925217
2021-06-27,12.273933860202149,-72.0859882664018,100.07513003325388
2021-06-28,5.643812185948406,-81.06726285322796,89.92859972083005
2021-06-29,4.734144481239582,-85.86368250144294,93.21178072965311
2021-06-30,5.722264441511271,-83.01352835567387,91.7449887918767
2021-07-01,5.4561820435936,-80.00339888840433,89.97227218074414
